"k","j","method","ISE"
20,1,"NW",6.86489681586064e-05
20,1,"NW",6.95246074472634e-05
20,1,"NW",6.91445903100114e-05
20,1,"NW",7.05925101867598e-05
20,1,"NW",7.1097639063553e-05
20,1,"NW",7.19252728518822e-05
20,1,"NW",7.15734180503679e-05
20,1,"NW",6.81200703431313e-05
20,1,"NW",6.94374400993338e-05
20,1,"NW",6.73540813913536e-05
20,1,"NW",7.01233177389982e-05
20,1,"NW",7.15435243484617e-05
20,1,"NW",7.10337507494971e-05
20,1,"NW",7.00988214291096e-05
20,1,"NW",6.79411794182163e-05
20,1,"NW",6.87065821525999e-05
20,1,"NW",6.6634944931129e-05
20,1,"NW",6.86784664899685e-05
20,1,"NW",6.98347779868517e-05
20,1,"NW",6.59153615673942e-05
20,1,"NW",7.24273377260002e-05
20,1,"NW",7.04332584964796e-05
20,1,"NW",6.97867800265321e-05
20,1,"NW",6.91173267761182e-05
20,1,"NW",7.0753575353036e-05
20,1,"NW",6.94360437997701e-05
20,1,"NW",7.12001702974266e-05
20,1,"NW",7.03882381035639e-05
20,1,"NW",6.8658917816345e-05
20,1,"NW",6.80267817121292e-05
20,1,"NW",7.00974774968407e-05
20,1,"NW",6.9205008303887e-05
20,1,"NW",7.12443117099555e-05
20,1,"NW",6.93045384772695e-05
20,1,"NW",7.20610422628173e-05
20,1,"NW",6.9069230908884e-05
20,1,"NW",6.92253042061943e-05
20,1,"NW",6.86116781926391e-05
20,1,"NW",6.86312665261373e-05
20,1,"NW",7.33319212221084e-05
20,1,"NW",6.96630890026476e-05
20,1,"NW",7.24937622388182e-05
20,1,"NW",7.21393304457374e-05
20,1,"NW",7.11230032516362e-05
20,1,"NW",7.08643607693364e-05
20,1,"NW",7.48978318887294e-05
20,1,"NW",6.9573389557227e-05
20,1,"NW",6.9215380830788e-05
20,1,"NW",7.02300223509458e-05
20,1,"NW",7.00035352370866e-05
20,1,"NW",6.87744674824042e-05
20,1,"NW",6.75829640508188e-05
20,1,"NW",6.87673699843019e-05
20,1,"NW",6.73143106954641e-05
20,1,"NW",7.07825880092799e-05
20,1,"NW",7.14400576164692e-05
20,1,"NW",6.92875329661195e-05
20,1,"NW",6.53468650105306e-05
20,1,"NW",6.94511734823788e-05
20,1,"NW",7.20438557433344e-05
20,1,"NW",7.07259668637016e-05
20,1,"NW",6.86550192639712e-05
20,1,"NW",6.94275380609605e-05
20,1,"NW",7.07283472181941e-05
20,1,"NW",7.00949686375797e-05
20,1,"NW",7.14501464348326e-05
20,1,"NW",7.15763261516151e-05
20,1,"NW",6.94847432666058e-05
20,1,"NW",7.02038046469272e-05
20,1,"NW",7.0985314020423e-05
20,1,"NW",6.67262033518251e-05
20,1,"NW",7.38331334989403e-05
20,1,"NW",6.64099194751195e-05
20,1,"NW",6.73240780641628e-05
20,1,"NW",7.02711878620197e-05
20,1,"NW",6.75505118957412e-05
20,1,"NW",6.84439544815839e-05
20,1,"NW",7.38557945436313e-05
20,1,"NW",7.05136867270214e-05
20,1,"NW",7.12440055215999e-05
20,1,"NW",7.16121399348431e-05
20,1,"NW",7.02427715397688e-05
20,1,"NW",7.04582875390502e-05
20,1,"NW",7.03728998810095e-05
20,1,"NW",7.04803894853159e-05
20,1,"NW",7.14725931078961e-05
20,1,"NW",7.20111696117258e-05
20,1,"NW",7.39990023201685e-05
20,1,"NW",6.93198432340494e-05
20,1,"NW",6.9762662028219e-05
20,1,"NW",6.84193060647942e-05
20,1,"NW",7.03583108294781e-05
20,1,"NW",6.86732901052375e-05
20,1,"NW",6.97819032340841e-05
20,1,"NW",6.9792814212802e-05
20,1,"NW",7.00471971617459e-05
20,1,"NW",7.17081502841196e-05
20,1,"NW",6.70350861941841e-05
20,1,"NW",6.98821024747987e-05
20,1,"NW",7.2305335006861e-05
20,1,"NW",7.05575334796436e-05
20,1,"NW",7.23873380955342e-05
20,1,"NW",6.80354087485437e-05
20,1,"NW",7.13831678887448e-05
20,1,"NW",7.18080423095527e-05
20,1,"NW",6.78176469144526e-05
20,1,"NW",6.97840199300924e-05
7,2,"LL",0.000136839060264429
7,2,"LL",0.000137140848805573
7,2,"LL",0.000134178767360785
7,2,"LL",0.000131686188712247
7,2,"LL",0.000133979237867602
7,2,"LL",0.000136595425533655
7,2,"LL",0.000135660620905098
7,2,"LL",0.000133403117829003
7,2,"LL",0.000134643023371997
7,2,"LL",0.00013391616773614
7,2,"LL",0.000135489266134681
7,2,"LL",0.000133634325677317
7,2,"LL",0.000135612858072032
7,2,"LL",0.000132868873602883
7,2,"LL",0.000132995843595194
7,2,"LL",0.000134103011999227
7,2,"LL",0.000131747154415873
7,2,"LL",0.000136672736026523
7,2,"LL",0.000134822743265572
7,2,"LL",0.000134001286024647
7,2,"LL",0.000133753491273509
7,2,"LL",0.000136980595635424
7,2,"LL",0.000133443003574275
7,2,"LL",0.000136457763557619
7,2,"LL",0.000136109736764369
7,2,"LL",0.000136112532526851
7,2,"LL",0.000136128426944702
7,2,"LL",0.000134638430624464
7,2,"LL",0.000136745135356772
7,2,"LL",0.00013502396932158
7,2,"LL",0.000133145668218479
7,2,"LL",0.000138491504451122
7,2,"LL",0.000136179451418841
7,2,"LL",0.000134784542962005
7,2,"LL",0.000135763741394882
7,2,"LL",0.000134958156815115
7,2,"LL",0.000134373027956166
7,2,"LL",0.000134826327976741
7,2,"LL",0.00013377384748907
7,2,"LL",0.000136657329226114
7,2,"LL",0.00013207713771403
7,2,"LL",0.000137312569683634
7,2,"LL",0.000137757665843687
7,2,"LL",0.000133731550081358
7,2,"LL",0.000135398915838446
7,2,"LL",0.000136310400223001
7,2,"LL",0.000136415437730617
7,2,"LL",0.000136112700186212
7,2,"LL",0.000136916385434617
7,2,"LL",0.000134319245542187
7,2,"LL",0.000137038181330224
7,2,"LL",0.000136336782883455
7,2,"LL",0.000137470233890487
7,2,"LL",0.000131597223537846
7,2,"LL",0.00013341757132482
7,2,"LL",0.0001356497542769
7,2,"LL",0.000137170338453617
7,2,"LL",0.000137266931003476
7,2,"LL",0.000134494841433775
7,2,"LL",0.000133544735556704
7,2,"LL",0.000133781135635819
7,2,"LL",0.000134717379232663
7,2,"LL",0.000136243245639997
7,2,"LL",0.000136399531976325
7,2,"LL",0.000137061359875668
7,2,"LL",0.000132215657795266
7,2,"LL",0.000133798166022012
7,2,"LL",0.000136140360789824
7,2,"LL",0.000132857100945266
7,2,"LL",0.000135706633623992
7,2,"LL",0.000134306467108321
7,2,"LL",0.000133131711792515
7,2,"LL",0.000135510342059028
7,2,"LL",0.000137216481162995
7,2,"LL",0.000136099916070614
7,2,"LL",0.000133825494292012
7,2,"LL",0.000136173851944128
7,2,"LL",0.000131109149965551
7,2,"LL",0.000135869480572695
7,2,"LL",0.000137503148594738
7,2,"LL",0.000134155156783979
7,2,"LL",0.000134878981618887
7,2,"LL",0.000131596650955629
7,2,"LL",0.000135281219100983
7,2,"LL",0.000134150213695604
7,2,"LL",0.000133585692579607
7,2,"LL",0.000135352557096628
7,2,"LL",0.000136455151163417
7,2,"LL",0.000135194825417886
7,2,"LL",0.000133642414431635
7,2,"LL",0.000134710060528828
7,2,"LL",0.000135644899642225
7,2,"LL",0.000135670683700977
7,2,"LL",0.000133678163090739
7,2,"LL",0.000134360668316792
7,2,"LL",0.000139835930277991
7,2,"LL",0.000136701947991454
7,2,"LL",0.000134898610547832
7,2,"LL",0.000134139971082709
7,2,"LL",0.000136079393603055
7,2,"LL",0.000134909242269885
7,2,"LL",0.000131192256869123
7,2,"LL",0.000132946825141734
7,2,"LL",0.000132323746921448
7,2,"LL",0.000134966023195446
7,2,"LL",0.000135196766652342
7,2,"LL",0.000133703032609535
7,2,"LL",0.000130627552259913
7,2,"LL",0.000138060035953018
7,2,"LL",0.000134778393652681
7,2,"LL",0.00013564803409242
7,2,"LL",0.000137109044242073
7,2,"LL",0.000134444240956163
7,2,"LL",0.000134460857715535
7,2,"LL",0.00013373245916908
7,2,"LL",0.000134425995186682
7,2,"LL",0.000135627992054967
7,2,"LL",0.000135942542124647
7,2,"LL",0.000134120640598251
7,2,"LL",0.000137632296128139
7,2,"LL",0.000136628747860594
7,2,"LL",0.000136030936486487
7,2,"LL",0.000132446715464729
7,2,"LL",0.000134411303528703
7,2,"LL",0.000134654464808288
7,2,"LL",0.000133661520885953
7,2,"LL",0.000137038966671193
7,2,"LL",0.000135989274623386
7,2,"LL",0.000138581895675479
7,2,"LL",0.000135923168520494
7,2,"LL",0.000134794128774049
7,2,"LL",0.000136425000940153
7,2,"LL",0.000136812647790677
7,2,"LL",0.000136557093098235
7,2,"LL",0.000135160845491561
7,2,"LL",0.000139614234951352
7,2,"LL",0.000134707768311119
7,2,"LL",0.000134399376738603
7,2,"LL",0.000136593267372279
7,2,"LL",0.000135611901733648
7,2,"LL",0.00013523290066993
7,2,"LL",0.000138167335982202
7,2,"LL",0.000131227526671056
7,2,"LL",0.000131327166632849
7,2,"LL",0.000138127914178629
7,2,"LL",0.000134668177294523
7,2,"LL",0.000134264408772629
7,2,"LL",0.000134355878056636
7,2,"LL",0.000132349131422281
7,2,"LL",0.000135901234683864
7,2,"LL",0.00013507651979096
7,2,"LL",0.000135584925754909
7,2,"LL",0.000135854086851344
7,2,"LL",0.000137261384650792
7,2,"LL",0.000135488211114513
7,2,"LL",0.000136346128439299
7,2,"LL",0.000133986753136827
7,2,"LL",0.000131453265750827
7,2,"LL",0.000138061857572238
7,2,"LL",0.000134829751390383
7,2,"LL",0.000134146669001305
7,2,"LL",0.000135065884087511
7,2,"LL",0.000135360228526044
7,2,"LL",0.000135330832357214
7,2,"LL",0.000133266724557731
7,2,"LL",0.00013680843326219
7,2,"LL",0.000136049830210044
7,2,"LL",0.000134512082085818
7,2,"LL",0.000135218871092996
7,2,"LL",0.000135733070114341
7,2,"LL",0.000131395278762386
7,2,"LL",0.000135416205000019
7,2,"LL",0.00013516858185407
7,2,"LL",0.000135254690259456
7,2,"LL",0.000134673746329273
7,2,"LL",0.000133975718511769
7,2,"LL",0.000132572718392154
7,2,"LL",0.000136911214419302
7,2,"LL",0.000138215161364033
7,2,"LL",0.000133570422703279
7,2,"LL",0.000135428788539706
7,2,"LL",0.000137327443246155
7,2,"LL",0.000134014054814069
7,2,"LL",0.000135169235393544
7,2,"LL",0.00013451452616154
7,2,"LL",0.000134945265683497
7,2,"LL",0.000135994673566854
7,2,"LL",0.000136256142714645
7,2,"LL",0.000135023826503185
7,2,"LL",0.000132885120502183
7,2,"LL",0.000135236693181537
7,2,"LL",0.000136398235747366
7,2,"LL",0.000131091083255444
7,2,"LL",0.000134326737621965
7,2,"LL",0.000135060753682055
7,2,"LL",0.000135054555111138
7,2,"LL",0.000135460985946945
7,2,"LL",0.000135219232703055
7,2,"LL",0.000134415492341603
7,2,"LL",0.000134361613183689
7,2,"NW",0.000280860925415684
7,2,"NW",0.000281696067791785
7,2,"NW",0.00028471340023767
7,2,"NW",0.000295372842606737
7,2,"NW",0.000295237304623079
7,2,"NW",0.00027573913979102
7,2,"NW",0.000271616887693171
7,2,"NW",0.000278273563841747
7,2,"NW",0.00029989714373445
7,2,"NW",0.000284984114059307
7,2,"NW",0.000280670937765621
7,2,"NW",0.00029793141961471
7,2,"NW",0.000273407580444471
7,2,"NW",0.000270817059973038
7,2,"NW",0.000295807346575141
7,2,"NW",0.000294803388844123
7,2,"NW",0.000272519613378433
7,2,"NW",0.000280287754296342
7,2,"NW",0.000307130169283705
7,2,"NW",0.000279555446379934
7,2,"NW",0.000279600682204994
7,2,"NW",0.000256140910878433
7,2,"NW",0.000267369687544651
7,2,"NW",0.000274218297336523
7,2,"NW",0.000281515191367206
7,2,"NW",0.000260424887225943
7,2,"NW",0.000274281351267206
7,2,"NW",0.000258338366810135
7,2,"NW",0.000294986464645167
7,2,"NW",0.000294965384929426
7,2,"NW",0.000284771671990857
7,2,"NW",0.000298314248019735
7,2,"NW",0.000271718830229719
7,2,"NW",0.000287574069329231
7,2,"NW",0.000278859958657512
7,2,"NW",0.000236939560667725
7,2,"NW",0.000254113166822915
7,2,"NW",0.000289623314509084
7,2,"NW",0.000274552325454956
7,2,"NW",0.000270926936567278
7,2,"NW",0.000297120841615354
7,2,"NW",0.000286362943255508
7,2,"NW",0.000276325775665005
7,2,"NW",0.000281787187171848
7,2,"NW",0.000265148077432154
7,2,"NW",0.000297362081184596
7,2,"NW",0.000296234072470555
7,2,"NW",0.000278127025690612
7,2,"NW",0.000263550332222929
7,2,"NW",0.000266350319702968
7,2,"NW",0.00027582442024826
7,2,"NW",0.000266397245808527
7,2,"NW",0.000300003361480954
7,2,"NW",0.000286154210552902
7,2,"NW",0.000258782107906242
7,2,"NW",0.000287083749774012
7,2,"NW",0.000276043161624884
7,2,"NW",0.00029284692656899
7,2,"NW",0.00027960174700884
7,2,"NW",0.000273141532643289
7,2,"NW",0.000309110775818846
7,2,"NW",0.000306778271950446
7,2,"NW",0.000262399538428353
7,2,"NW",0.000271617089918674
7,2,"NW",0.000284154380327946
7,2,"NW",0.000264827852227889
7,2,"NW",0.000280370115403635
7,2,"NW",0.000265771921995584
7,2,"NW",0.000268863562542365
7,2,"NW",0.000298567263358191
7,2,"NW",0.000284412834588656
7,2,"NW",0.000265121478483427
7,2,"NW",0.000271736383005109
7,2,"NW",0.000265068451267808
7,2,"NW",0.000271083676139668
7,2,"NW",0.000272954400446918
7,2,"NW",0.0002955481519604
7,2,"NW",0.000298547470050463
7,2,"NW",0.000261194800856409
7,2,"NW",0.000292616270659302
7,2,"NW",0.000309055931606653
7,2,"NW",0.000291626787335999
7,2,"NW",0.00028141020990683
7,2,"NW",0.00029605860262379
7,2,"NW",0.000255298309008701
7,2,"NW",0.000266411293644737
7,2,"NW",0.000289607422118118
7,2,"NW",0.00026881964302899
7,2,"NW",0.000292723051877159
7,2,"NW",0.000280660876499709
7,2,"NW",0.000279819700659206
7,2,"NW",0.000273503426680108
7,2,"NW",0.00028359252617684
7,2,"NW",0.000282976581191954
7,2,"NW",0.000261011367756148
7,2,"NW",0.000265679553632014
7,2,"NW",0.000314128786086928
7,2,"NW",0.000266384319012855
7,2,"NW",0.000274214774967279
7,2,"NW",0.000266209811637077
7,2,"NW",0.000288328294919532
7,2,"NW",0.000282992710200298
7,2,"NW",0.000287664766843269
7,2,"NW",0.000299520540921473
7,2,"NW",0.000285189145720387
7,2,"NW",0.000296180353859039
7,2,"NW",0.000284807950142572
7,2,"NW",0.000278010562721446
7,2,"NW",0.000300727170555416
7,2,"NW",0.000279121986187959
7,2,"NW",0.000267739634647951
7,2,"NW",0.000251981149825748
7,2,"NW",0.000263688195929741
7,2,"NW",0.000281579627942201
7,2,"NW",0.000290284694021146
7,2,"NW",0.000276488244367157
7,2,"NW",0.000283212936367291
7,2,"NW",0.000257851762216594
7,2,"NW",0.000311511676992665
7,2,"NW",0.000286870250586034
7,2,"NW",0.000280071977522688
7,2,"NW",0.000273845098515346
7,2,"NW",0.000260236518469892
7,2,"NW",0.00026064970086232
7,2,"NW",0.000274733882377713
7,2,"NW",0.00027463003205308
7,2,"NW",0.000271016087908033
7,2,"NW",0.000301241091451071
7,2,"NW",0.00028355327731916
7,2,"NW",0.000292283167594837
7,2,"NW",0.000284931369262173
7,2,"NW",0.000298491373185669
7,2,"NW",0.000272299332937512
7,2,"NW",0.000265361915910912
7,2,"NW",0.000292489126917395
7,2,"NW",0.000297288214612332
7,2,"NW",0.000285942120035846
7,2,"NW",0.000290764811149997
7,2,"NW",0.000267788764786674
7,2,"NW",0.000288035957204628
7,2,"NW",0.0002633287717682
7,2,"NW",0.000280421939253216
7,2,"NW",0.000257178660997033
7,2,"NW",0.000262006116586165
7,2,"NW",0.00027276001457735
7,2,"NW",0.00029216456937544
7,2,"NW",0.000297649356152424
7,2,"NW",0.00028707858121471
7,2,"NW",0.000268993019016361
7,2,"NW",0.000286325591220783
7,2,"NW",0.000277888893884735
7,2,"NW",0.000286819219354263
7,2,"NW",0.00028741578578155
7,2,"NW",0.00027870894692952
7,2,"NW",0.000281014696191024
7,2,"NW",0.000289267293966013
7,2,"NW",0.000254736238371562
7,2,"NW",0.000257722316836671
7,2,"NW",0.000281452412346229
7,2,"NW",0.000275644486335948
7,2,"NW",0.000284500718080996
7,2,"NW",0.000281877505189861
7,2,"NW",0.000267718854992346
7,2,"NW",0.000311590636771242
7,2,"NW",0.000267749489566557
7,2,"NW",0.000301145729741021
7,2,"NW",0.000290819576015104
7,2,"NW",0.000304812269124146
7,2,"NW",0.000283117711105574
7,2,"NW",0.000307051431323013
7,2,"NW",0.000303143926603624
7,2,"NW",0.000278548503605382
7,2,"NW",0.000300825093593702
7,2,"NW",0.00026391608138062
7,2,"NW",0.00028580468430503
7,2,"NW",0.0002713490438109
7,2,"NW",0.000256856448209526
7,2,"NW",0.000284329356150347
7,2,"NW",0.00030343800460815
7,2,"NW",0.000291033319242095
7,2,"NW",0.000289792252126385
7,2,"NW",0.000299697851598
7,2,"NW",0.000295399919109569
7,2,"NW",0.000287607453896386
7,2,"NW",0.00027036769685751
7,2,"NW",0.000267397377518061
7,2,"NW",0.000281796193138726
7,2,"NW",0.000267478709921017
7,2,"NW",0.00028659674200711
7,2,"NW",0.000285010205625283
7,2,"NW",0.000275415286205288
7,2,"NW",0.000277550393807876
7,2,"NW",0.000267910721983737
7,2,"NW",0.000262420000731725
7,2,"NW",0.000274725236382305
7,2,"NW",0.000293438580138274
7,2,"NW",0.000276521347909019
7,2,"NW",0.000289150931876029
7,2,"NW",0.000278087477113649
7,2,"NW",0.000299522025152536
10,2,"LL",0.000225802307319616
10,2,"LL",0.000224628944018786
10,2,"LL",0.00022652091169983
10,2,"LL",0.00022443404144248
10,2,"LL",0.000224151123277968
10,2,"LL",0.000225714482329811
10,2,"LL",0.000226587156963342
10,2,"LL",0.000228400475267762
10,2,"LL",0.000227626589580761
10,2,"LL",0.00022364913475413
10,2,"LL",0.000228353964072529
10,2,"LL",0.000226339662229643
10,2,"LL",0.000225012114438678
10,2,"LL",0.000224673502140366
10,2,"LL",0.000224672629789194
10,2,"LL",0.000227338194874053
10,2,"LL",0.000227495086627153
10,2,"LL",0.000227812941140705
10,2,"LL",0.000225834588439228
10,2,"LL",0.00022973606556498
10,2,"LL",0.000224810508604507
10,2,"LL",0.000227388533092293
10,2,"LL",0.000226979763601999
10,2,"LL",0.000226827618325522
10,2,"LL",0.000227297232182383
10,2,"LL",0.000225325519281026
10,2,"LL",0.000225202102191337
10,2,"LL",0.000224614061318095
10,2,"LL",0.000225817704516573
10,2,"LL",0.000226776629442914
10,2,"LL",0.000219732719703783
10,2,"LL",0.000226305886668477
10,2,"LL",0.000225516301236701
10,2,"LL",0.000224979376139573
10,2,"LL",0.00022909487640994
10,2,"LL",0.000224570306204768
10,2,"LL",0.000226431256659458
10,2,"LL",0.000226276929636068
10,2,"LL",0.000224581807002467
10,2,"LL",0.000226208939740198
10,2,"LL",0.000227697197131123
10,2,"LL",0.000224624087981608
10,2,"LL",0.000224821796349531
10,2,"LL",0.000228460592525205
10,2,"LL",0.000226432963717967
10,2,"LL",0.000230127427844749
10,2,"LL",0.000229046250945051
10,2,"LL",0.000228585768147311
10,2,"LL",0.000227691969052624
10,2,"LL",0.000227879725977699
10,2,"LL",0.000226101731907786
10,2,"LL",0.000223482037639658
10,2,"LL",0.000224097973658933
10,2,"LL",0.000224996215464878
10,2,"LL",0.000221824623235112
10,2,"LL",0.000225914750926919
10,2,"LL",0.000228377901849845
10,2,"LL",0.000222844615385261
10,2,"LL",0.000227174463779456
10,2,"LL",0.000227985796749251
10,2,"LL",0.000225454775938103
10,2,"LL",0.000224600643172984
10,2,"LL",0.000225380774950892
10,2,"LL",0.000224496490827556
10,2,"LL",0.000227409600301563
10,2,"LL",0.000226217608692177
10,2,"LL",0.000226253142135589
10,2,"LL",0.000227486018969916
10,2,"LL",0.000227283905017158
10,2,"LL",0.000224842441063867
10,2,"LL",0.000224262879941469
10,2,"LL",0.000226746442692027
10,2,"LL",0.000222085257506532
10,2,"LL",0.000227468454475896
10,2,"LL",0.000227328124134932
10,2,"LL",0.000224311527289198
10,2,"LL",0.000225898131504091
10,2,"LL",0.000223117962770501
10,2,"LL",0.000223449266129292
10,2,"LL",0.000227528177640088
10,2,"LL",0.000227629419931276
10,2,"LL",0.000228276045553116
10,2,"LL",0.000222259408136424
10,2,"LL",0.000224147944707822
10,2,"LL",0.000227688037593019
10,2,"LL",0.000228486604346426
10,2,"LL",0.000222119512114692
10,2,"LL",0.000228621555769568
10,2,"LL",0.000226782785607332
10,2,"LL",0.000227126839490986
10,2,"LL",0.000225133211841693
10,2,"LL",0.00022936420758838
10,2,"LL",0.000225442637590109
10,2,"LL",0.000225998420199184
10,2,"LL",0.000226355619048597
10,2,"LL",0.000226278238837024
10,2,"LL",0.000229782530982182
10,2,"LL",0.00022859901244016
10,2,"LL",0.000225744854919756
10,2,"LL",0.000224886698516976
10,2,"LL",0.000227914891267055
10,2,"LL",0.000224170913757937
10,2,"LL",0.000226572193521436
10,2,"LL",0.000225724684509331
10,2,"LL",0.000226168227189606
10,2,"LL",0.00022871735697146
10,2,"LL",0.000224059345877314
10,2,"LL",0.000225311119913784
10,2,"LL",0.000228900255346225
10,2,"LL",0.000223327683269402
10,2,"LL",0.000225893650885494
10,2,"LL",0.000225460893621728
10,2,"LL",0.000226708927359018
10,2,"LL",0.000227412162659166
10,2,"LL",0.000226851383889305
10,2,"LL",0.000228040523535303
10,2,"LL",0.000227680323222145
10,2,"LL",0.000230966427151364
10,2,"LL",0.000226534728890809
10,2,"LL",0.000228796872561415
10,2,"LL",0.000228353573093831
10,2,"LL",0.000226267976019019
10,2,"LL",0.000225680346562906
10,2,"LL",0.000224826935773486
10,2,"LL",0.00022441872268571
10,2,"LL",0.000224188002722602
10,2,"LL",0.000227699810214557
10,2,"LL",0.000226115832245207
10,2,"LL",0.000224549336012904
10,2,"LL",0.000222344022043582
10,2,"LL",0.000226116353059594
10,2,"LL",0.000230868837471037
10,2,"LL",0.000228395461723197
10,2,"LL",0.000227973939056567
10,2,"LL",0.000224150195382289
10,2,"LL",0.000226996373256355
10,2,"LL",0.000226822391356071
10,2,"LL",0.000224615957745746
10,2,"LL",0.000226877339515713
10,2,"LL",0.000226412105965995
10,2,"LL",0.000230036920506605
10,2,"LL",0.000227205805656735
10,2,"LL",0.000230822476774278
10,2,"LL",0.000224763397952622
10,2,"LL",0.000228810851191394
10,2,"LL",0.000226219466883241
10,2,"LL",0.000227297903960946
10,2,"LL",0.000223658172976186
10,2,"LL",0.000225961287027783
10,2,"LL",0.000227723095887359
10,2,"LL",0.000225179328473845
10,2,"LL",0.000225615586787397
10,2,"LL",0.000225780804182427
10,2,"LL",0.000226107908494791
10,2,"LL",0.000223778170448715
10,2,"LL",0.000225209231916937
10,2,"LL",0.000228309823109597
10,2,"LL",0.000224895488360793
10,2,"LL",0.000226629130151727
10,2,"LL",0.000225031597605419
10,2,"LL",0.000228046859229421
10,2,"LL",0.000227742393180328
10,2,"LL",0.000223352503599222
10,2,"LL",0.000224154275743891
10,2,"LL",0.000226043044715475
10,2,"LL",0.000226015382777408
10,2,"LL",0.000224476380575818
10,2,"LL",0.00021982247238219
10,2,"LL",0.00022468563047941
10,2,"LL",0.000226322087847431
10,2,"LL",0.000225445069526153
10,2,"LL",0.000223661543192113
10,2,"LL",0.000226818906124881
10,2,"LL",0.000231818949941231
10,2,"LL",0.000225778089444603
10,2,"LL",0.000223239948043732
10,2,"LL",0.000228141052458219
10,2,"LL",0.000229712682640258
10,2,"LL",0.00022570730560266
10,2,"LL",0.000225451056092333
10,2,"LL",0.000225864654578121
10,2,"LL",0.000226691813785166
10,2,"LL",0.000227124801314012
10,2,"LL",0.000224791167480656
10,2,"LL",0.000225846673509028
10,2,"LL",0.000229663523378838
10,2,"LL",0.000225285447611084
10,2,"LL",0.000227544145714829
10,2,"LL",0.000227313522807163
10,2,"LL",0.000225842886980339
10,2,"LL",0.000225246965431622
10,2,"LL",0.00022515912143064
10,2,"LL",0.000226584909671322
10,2,"LL",0.000227297788547555
10,2,"LL",0.000225423432085096
10,2,"LL",0.000224276899213915
10,2,"LL",0.000232088223176954
10,2,"LL",0.0002255489883304
10,2,"LL",0.000229208785232687
10,2,"LL",0.000230263886494084
10,2,"NW",0.000311570101213094
10,2,"NW",0.000310397394917253
10,2,"NW",0.000326883463690083
10,2,"NW",0.000312716741191603
10,2,"NW",0.000315604133088465
10,2,"NW",0.000322989026818085
10,2,"NW",0.000306271801112746
10,2,"NW",0.000317003806031966
10,2,"NW",0.000300970199784826
10,2,"NW",0.000309171215798966
10,2,"NW",0.000319535790049872
10,2,"NW",0.000319752055596626
10,2,"NW",0.000312327731248798
10,2,"NW",0.000307478997970651
10,2,"NW",0.00030891274543123
10,2,"NW",0.00030374371398753
10,2,"NW",0.00031216709098041
10,2,"NW",0.000314357470252982
10,2,"NW",0.000319471272466112
10,2,"NW",0.000315872411272461
10,2,"NW",0.000303295417304805
10,2,"NW",0.000306349135287697
10,2,"NW",0.000320339108254448
10,2,"NW",0.000302542133384608
10,2,"NW",0.000303234971539168
10,2,"NW",0.000303358581034404
10,2,"NW",0.000302777026213387
10,2,"NW",0.000312094153942863
10,2,"NW",0.000321212682644126
10,2,"NW",0.000296341388248842
10,2,"NW",0.000318774159803815
10,2,"NW",0.000308703072946547
10,2,"NW",0.000299150156477408
10,2,"NW",0.000307688122542238
10,2,"NW",0.000319266123189563
10,2,"NW",0.000297941362931936
10,2,"NW",0.000303791603973909
10,2,"NW",0.000304024785207808
10,2,"NW",0.000307786609504872
10,2,"NW",0.000302084595235391
10,2,"NW",0.00030204200581321
10,2,"NW",0.00029472812373474
10,2,"NW",0.000311889353469561
10,2,"NW",0.000308667369672842
10,2,"NW",0.000316192368856501
10,2,"NW",0.000313277574574429
10,2,"NW",0.000316097940846235
10,2,"NW",0.000333645818729692
10,2,"NW",0.000299632220056478
10,2,"NW",0.000313562170007239
10,2,"NW",0.000307690971386958
10,2,"NW",0.00031943503651815
10,2,"NW",0.000320023609635714
10,2,"NW",0.000322587216192071
10,2,"NW",0.000289703583345097
10,2,"NW",0.000302091135691124
10,2,"NW",0.000305603573338272
10,2,"NW",0.000298394937691801
10,2,"NW",0.000298995566546868
10,2,"NW",0.000292838957744849
10,2,"NW",0.00030696830806847
10,2,"NW",0.000321271240756047
10,2,"NW",0.000302831560900368
10,2,"NW",0.000308160217274518
10,2,"NW",0.000334852881826402
10,2,"NW",0.000319788291811999
10,2,"NW",0.000298205109531744
10,2,"NW",0.000306781923669122
10,2,"NW",0.00030144449931452
10,2,"NW",0.000305802085471626
10,2,"NW",0.000298790043033553
10,2,"NW",0.000299639123100876
10,2,"NW",0.000300872503967654
10,2,"NW",0.000305460759756445
10,2,"NW",0.000316422098346254
10,2,"NW",0.000300112447259632
10,2,"NW",0.000308635841860631
10,2,"NW",0.000302455737947354
10,2,"NW",0.000310880531805927
10,2,"NW",0.000317643221389987
10,2,"NW",0.000307101375851833
10,2,"NW",0.000319129943961975
10,2,"NW",0.000305598177393353
10,2,"NW",0.000304647459506917
10,2,"NW",0.000325040858667295
10,2,"NW",0.000313002972297004
10,2,"NW",0.000327955812869942
10,2,"NW",0.000301148490187974
10,2,"NW",0.000322842442736619
10,2,"NW",0.000303942870519568
10,2,"NW",0.000306993278787652
10,2,"NW",0.000299708200227062
10,2,"NW",0.000299271106813839
10,2,"NW",0.000302420873609219
10,2,"NW",0.000301398218957322
10,2,"NW",0.000328450368256808
10,2,"NW",0.000305943696875373
10,2,"NW",0.000319266746991662
10,2,"NW",0.000327794675341517
10,2,"NW",0.000307143645171209
10,2,"NW",0.000296923657153633
10,2,"NW",0.000305124974342986
10,2,"NW",0.000296175579125852
